%time,field
194185000000,-6.77577736496e-06
204848000000,0.00037021649589
205450000000,0.000214438555831
206048000000,9.79095216639e-05
206556000000,0.000272719341174
207048000000,-0.000151612045963
207558000000,-0.000345340095117
208056000000,8.40597296109e-05
208650000000,-0.000310770248838
209153000000,-0.000667596752324
209754000000,-0.00111990827552
210352000000,-0.00123201442019
210850000000,-0.000688040690447
211352000000,-0.000779586836759
211951000000,-0.00056783363125
212457000000,-0.00160530225009
212884000000,-0.00136366917979
213474000000,-0.000896826517131
214058000000,-0.000558917555321
214557000000,-0.000253190512434
215155000000,0.000629128340318
215667000000,-0.000457490074604
216255000000,-0.00192062710937
216751000000,-0.00216879553487
217257000000,-0.00192252597138
217851000000,-0.00224989738677
218364000000,-0.000983242241327
218860000000,-0.00168839098684
219470000000,-0.0026157103254
220164000000,-0.00197296362676
220663000000,-0.000690051017964
221263000000,-0.000618413919902
221906000000,-0.000125436768128
222473000000,0.00115224867669
222973000000,0.00174447482711
223560000000,0.00106600866981
224076000000,0.000520102083074
224568000000,0.00153093402425
225175000000,0.00147542631105
225651000000,0.00231624876686
226154000000,0.00287155370998
226652000000,0.00293372417719
227266000000,0.00303922756368
227775000000,0.00377058786065
228374000000,0.0053613747645
228962000000,0.00500526054398
229461000000,0.00653603921804
230071000000,0.00734686333488
230559000000,0.00791922695249
231167000000,0.00692070252719
231687000000,0.00471442477296
232178000000,0.00600233718448
232675000000,0.00686726516745
233284000000,0.00754648693771
233762000000,0.00708699221904
234356000000,0.00856565616998
234950000000,0.00767320304748
235571000000,0.00815734698694
236154000000,0.00673627299569
236751000000,0.00857031046475
237260000000,0.00595159880565
237856000000,0.00400203753467
238370000000,0.00193134482326
238989000000,0.00106342952581
239478000000,0.00132495454999
240054000000,0.000218805045988
240769000000,0.00135177783719
241259000000,-0.000413961824401
241855000000,-0.0007819867164
242449000000,-0.000202523458279
243049000000,5.37146188767e-05
243549000000,-0.00100568579905
244056000000,-0.00108620497174
244556000000,-0.000763217073803
245052000000,-0.000878969048872
245667000000,0.00028572723278
246156000000,0.00106781302474
246767000000,0.00245080885851
247251000000,0.00198053767345
247751000000,0.00111170538671
248354000000,3.87081412851e-05
248952000000,-0.000400077730279
249558000000,0.00361105882468
250164000000,0.00574171695192
250666000000,0.00740177490946
251407000000,0.00885067956175
251861000000,0.0106658074334
252457000000,0.0102303335615
252965000000,0.0108050288018
253566000000,0.0105622259653
254063000000,0.01178867486
254673000000,0.0108149980931
255250000000,0.0117473827832
255750000000,0.0105569692428
256255000000,0.0110085027142
256852000000,0.0104784325802
257348000000,0.00895315066318
257951000000,0.00845275559997
258447000000,0.00812693009373
258949000000,0.00945601278003
259551000000,0.00847619089535
260048000000,0.00694043169699
260655000000,0.00693499980781
261148000000,0.00741697028784
261749000000,0.00819989240841
262248000000,0.00877171094675
262850000000,0.007432596323
263348000000,0.00914859226868
263851000000,0.0100034894927
264450000000,0.00722340702499
264952000000,0.00850391040333
265450000000,0.00920231068848
266048000000,0.00681558522415
266549000000,0.00597720817859
267048000000,0.00468794083154
267751000000,0.00524187858349
268250000000,0.00566027475973
268783000000,0.00410562506946
269363000000,0.00337549155695
269852000000,0.00339789282499
270553000000,0.00131815045294
271050000000,0.00148662272391
271770000000,0.00190958167713
272259000000,-0.0011994301988
272764000000,-0.00328822555833
273351000000,-0.00364042951061
273955000000,-0.00183678259863
274548000000,-0.0022590831107
275051000000,-0.00022767704739
275553000000,-0.00610150641819
276155000000,-0.012576719877
276666000000,-0.0183726128775
277259000000,-0.0205119621994
277777000000,-0.0218467385472
278358000000,-0.021428736594
278962000000,-0.0226989092418
279559000000,-0.0231720772763
280172000000,-0.0226207564188
280601000000,-0.0226986780861
281178000000,-0.0236804285322
281748000000,-0.0222903603686
282348000000,-0.0231208041553
282851000000,-0.0223798573906
283461000000,-0.0206595441689
283987000000,-0.0193697405333
284456000000,-0.0167074584929
285059000000,-0.0146123588784
285661000000,-0.0116994447168
286252000000,-0.0112331124765
286753000000,-0.009641393638
287253000000,-0.00763476794572
287863000000,-0.00692975348224
288459000000,-0.00642546357182
288954000000,-0.00628599819006
