%time,field
194186000000,-0.0282425792397
204848000000,-0.0156332093578
205451000000,-0.0238220081018
206048000000,0.0127549511075
206556000000,0.00536842350427
207048000000,0.0162831226227
207558000000,0.207126827051
208057000000,0.274902488604
208650000000,0.30864941547
209153000000,0.303743059237
209754000000,0.280273754899
210352000000,0.279904197341
210850000000,0.254474502677
211354000000,0.236662769422
211953000000,0.223774346644
212457000000,0.212554636669
212884000000,0.197787678658
213474000000,0.189216486721
214058000000,0.177284713222
214557000000,0.17577657101
215155000000,0.173648895061
215667000000,0.163425930637
216255000000,0.147687558544
216751000000,0.141177272908
217257000000,0.135941163352
217851000000,0.132392319187
218365000000,0.141239110954
218860000000,0.135343930146
219470000000,0.124218180528
220164000000,0.123073131171
220663000000,0.126900676606
221263000000,0.115028250449
221906000000,0.10810283261
222473000000,0.107153108888
222973000000,0.101474818339
223560000000,0.0984966201876
224076000000,0.09025153523
224568000000,0.091683710339
225175000000,0.0902812620678
225648000000,0.0923028808384
226154000000,0.0911731020375
226652000000,0.092723425357
227266000000,0.0901157772454
227775000000,0.0875674752624
228374000000,0.0867469858561
228962000000,0.0869113209261
229461000000,0.096874408632
230071000000,0.10659178301
230559000000,0.104673982981
231167000000,0.103127958436
231688000000,0.101230336295
232178000000,0.105298900466
232675000000,0.110897708641
233284000000,0.116158560915
233762000000,0.115136979059
234356000000,0.118795419032
234950000000,0.116260174675
235571000000,0.119014890541
236154000000,0.118170864669
236751000000,0.125191237206
237260000000,0.106325631892
237857000000,0.0942569497148
238369000000,0.0844164143494
238989000000,0.07891256773
239479000000,0.0749256637882
240054000000,0.0648832115354
240769000000,0.0623428911671
241259000000,0.0589035443352
241854000000,0.0586950640998
242449000000,0.0599748948211
243049000000,0.0612700095393
243549000000,0.0530558906555
244056000000,0.0567270646245
244556000000,0.0640365075538
245052000000,0.0611933406298
245667000000,0.0637168758438
246156000000,0.0662726677758
246767000000,0.0715440838548
247251000000,0.0714528456328
247751000000,0.0699723843232
248352000000,0.0689328694274
248952000000,0.0725150621086
249558000000,0.0909346949104
250164000000,0.104007835644
250666000000,0.110917578125
251407000000,0.124713265295
251861000000,0.13304645056
252457000000,0.130344758641
252965000000,0.134518064304
253566000000,0.133839624256
254063000000,0.141473627269
254673000000,0.137135289095
255250000000,0.141716173896
255750000000,0.13644133921
256255000000,0.136345503815
256852000000,0.134684526773
257348000000,0.129240542132
257951000000,0.126387189783
258447000000,0.127473223088
258950000000,0.133667446937
259548000000,0.137412576253
260048000000,0.136315307901
260655000000,0.141299042499
261148000000,0.138337285675
261749000000,0.144226644769
262248000000,0.150552107401
262850000000,0.148816021953
263348000000,0.156199994265
263851000000,0.156059461638
264450000000,0.145000972858
264952000000,0.149291895657
265450000000,0.148880888514
266048000000,0.145115748438
266549000000,0.147480583452
267048000000,0.142362981548
267751000000,0.145843061542
268250000000,0.144999020491
268784000000,0.138112015083
269363000000,0.131342736833
269852000000,0.128082390642
270554000000,0.121683221216
271050000000,0.127506934453
271772000000,0.131817850552
272259000000,0.118086429907
272764000000,0.112075190154
273351000000,0.112183680442
273955000000,0.121147448818
274548000000,0.11795031516
275051000000,0.118813648995
275553000000,0.0832433318803
276155000000,0.0445095416742
276666000000,0.00602590731625
277258000000,-0.0169112778665
277777000000,-0.0334480887337
278357000000,-0.0375850080928
278962000000,-0.0420961448777
279559000000,-0.042066263482
280172000000,-0.038594234809
280601000000,-0.0395699912038
281178000000,-0.0330512109368
281748000000,-0.0337478831366
282348000000,-0.0401941341232
282853000000,-0.037648649014
283461000000,-0.0367028162473
283987000000,-0.0284553689709
284456000000,-0.0207389505704
285059000000,-0.0148826790195
285661000000,-0.00727725343756
286252000000,-0.00600804590527
286753000000,-0.000340459452007
287253000000,0.00385641401842
287863000000,0.0118637314847
288459000000,0.017404715217
288954000000,0.0288273169359
289549000000,0.0259643630787
290050000000,0.0251035238686
290749000000,0.0270240349
291249000000,0.0402567975993
291767000000,0.0430269748822
292351000000,0.0449315318001
292950000000,0.0370547777762
293448000000,0.0389241560657
294148000000,0.0277744454842
294648000000,0.0360116029208
295148000000,0.0206064390191
295651000000,0.0238315461619
296248000000,0.024388925866
296854000000,0.0230810718323
297450000000,0.02271608377
297948000000,0.0462755107541
298548000000,0.0373491090959
299048000000,0.0317055440637
299551000000,0.0214247277267
300147000000,0.0249170929591
300651000000,0.0228438652309
301248000000,0.0129008203515
301756000000,0.00941956764805
302371000000,0.00838918595789
302964000000,0.00685793964555
303355000000,-0.00563747827736
304048000000,-0.00641011254473
304550000000,-0.0125751833859
305051000000,-0.00943670714904
305549000000,-0.0143482730289
306151000000,-0.0296650741139
306656000000,-0.0590269729533
307156000000,-0.0848177114626
307762000000,-0.106447664893
308256000000,-0.11345797378
308872000000,-0.117737334445
309449000000,-0.124601193404
309960000000,-0.123193220678
310548000000,-0.124494060695
311049000000,-0.124883342771
311550000000,-0.125937685924
312150000000,-0.123246682337
312653000000,-0.118607013883
313348000000,-0.123535196804
313850000000,-0.125354942683
314355000000,-0.126380371677
314958000000,-0.137454191883
315552000000,-0.14125503048
316049000000,-0.143074915442
316652000000,-0.141437408429
317250000000,-0.145722543178
317751000000,-0.148099054947
318260000000,-0.150921252082
318770000000,-0.152122573718
319384000000,-0.153012865562
319861000000,-0.153163037863
320351000000,-0.142116251948
321048000000,-0.1404064032
321649000000,-0.148720260894
322149000000,-0.146782667149
322750000000,-0.139812380892
323272000000,-0.127024706751
323784000000,-0.10989538095
324319000000,-0.0982430416109
324760000000,-0.098324201207
325261000000,-0.0915978205495
325754000000,-0.0841020249351
326351000000,-0.0777897150911
326854000000,-0.0731757606096
327456000000,-0.0618745150594
328051000000,-0.0610435078759
328649000000,-0.0603197398282
329154000000,-0.0588441586653
329752000000,-0.0525981672458
330248000000,-0.0442348860382
330867000000,-0.0396836307323
331354000000,-0.0339881225689
331965000000,-0.0400621044977
332564000000,-0.038335776701
333148000000,-0.0407518668311
333750000000,-0.0420294002667
334262000000,-0.0449638874707
334885000000,-0.0382454137457
335362000000,-0.0428347135401
335894000000,-0.0417267540152
336466000000,-0.0437573208149
337186000000,-0.0449110970822
337663000000,-0.0444589283405
338176000000,-0.0415108938994
338657000000,-0.0474630875162
339259000000,-0.0355363641619
339866000000,-0.0335481956672
340359000000,-0.0314402997529
340952000000,-0.027045865252
341552000000,-0.0248497790809
342050000000,-0.0315117296227
342648000000,-0.0256122262859
343154000000,-0.0140205108743
343850000000,-0.0100572815982
344448000000,-0.00766198466473
344956000000,9.89858903679e-05
349855000000,0.00392536434302
350454000000,0.0162145613262
351062000000,0.0294157804612
351578000000,0.015778670615
352054000000,0.0279017627229
352562000000,0.0191877783638
353149000000,0.0383754606572
353796000000,0.0214916132385
364376000000,0.0248312030093
370854000000,0.0320046515066
404850000000,0.0388215579195
405450000000,0.0197023073227
405961000000,0.0292030514152
406552000000,0.0408271593612
407154000000,0.0364297576818
407563000000,0.0447984814824
408305000000,0.0605875290081
408769000000,0.0695463188826
409372000000,0.0656343569333
409995000000,0.102323902236
410570000000,0.102030190181
411082000000,0.110896153894
411685000000,0.112190587931
412253000000,0.0960906719895
412797000000,0.0843003233605
413415000000,0.0847120114076
413978000000,0.129826130932
414628000000,0.138509651743
415067000000,-0.0136638888798
415617000000,-0.00667083907904
416253000000,0.0111718781374
416793000000,0.0102630066743
417464000000,0.0869703449097
417958000000,0.088414508165
422364000000,0.0530038690299
422958000000,0.0617377146192
423582000000,0.0308268057193
424161000000,0.0382277935932
424665000000,0.024263524537
425315000000,0.0629562400591
425859000000,-0.0106643919559
426377000000,0.0035008857371
426977000000,0.0159004646258
427585000000,0.0537521046779
