%time,field
253464000000,0.00523129873761
261799000000,-1.48450326977e-05
374481000000,-0.000844185658845
375522000000,-0.000971721641771
377042000000,-0.00139266689743
377677000000,-0.00125126146615
378924000000,-0.000899523390096
379735000000,-0.00154383426798
380747000000,0.0157151898764
382130000000,-7.78610440152e-06
382985000000,0.000903811485102
384061000000,0.00272876842875
385055000000,0.00205596438527
386596000000,0.000846664677213
387255000000,0.00185169107802
388889000000,0.000334688047302
389391000000,8.42033061569e-05
390409000000,-0.0027578769584
391498000000,-0.00228339572504
392667000000,-0.00288501117953
393576000000,-0.00214820832881
394748000000,-0.0134212049019
395634000000,-0.000330597416576
396670000000,-0.0175001584684
397748000000,0.000640694118091
398839000000,0.0161061658432
399946000000,-0.0130113230683
400837000000,0.0127551043626
401955000000,0.00857565168302
403049000000,0.00811742608743
404245000000,-0.0171848200174
405125000000,0.0181177441645
406280000000,0.0125912835904
407251000000,-0.00101190239807
408182000000,0.0344046493233
409213000000,-0.0179195222988
410734000000,0.0394450326473
411441000000,0.0303991021634
412475000000,0.0303764793769
413487000000,0.0317459864787
414516000000,0.00277620995277
415574000000,0.00824554267446
416485000000,0.00233965212061
417607000000,0.00342402176345
