%time,field
253464000000,27.2894229889
261799000000,0.0327846668661
374482000000,0.0628708153963
375522000000,0.024827029556
377042000000,0.105267874897
377677000000,0.0615705661476
378924000000,0.0774246230721
379735000000,0.076404966414
380746000000,0.109956622124
382130000000,0.0478927828372
382985000000,0.0910060107708
384061000000,0.077936142683
385055000000,0.0806142315269
386596000000,0.0770878717303
387255000000,0.112393118441
388889000000,0.0929180085659
389391000000,0.108374483883
390409000000,0.110775388777
391498000000,0.07051102072
392667000000,0.155806466937
393576000000,0.17376331985
394748000000,0.147714316845
395634000000,0.132202744484
396670000000,0.120662800968
397749000000,0.116831593215
398839000000,0.11072191596
399946000000,0.0382528789341
400837000000,0.180287122726
401955000000,0.161069393158
403049000000,0.122940465808
404245000000,0.0875173136592
405125000000,0.0929211527109
406280000000,0.150033250451
407251000000,0.0999480113387
408183000000,0.208518102765
409213000000,0.11804780364
410734000000,0.316990017891
411442000000,0.263256728649
412475000000,0.2349588871
413487000000,0.25718408823
414516000000,0.0754027888179
415574000000,0.100334875286
416485000000,0.118516176939
417607000000,0.108544722199
