228833000000,0
229841000000,0
230846000000,0
231837000000,0
232945000000,0
233942000000,0
234945000000,0
236042000000,0
237040000000,0
238043000000,0
239039000000,0
240035000000,0
241144000000,0
242138000000,0
243140000000,0
244164000000,0
245138000000,0
246234000000,0
247230000000,0
248233000000,0
249242000000,0
250244000000,0
251239000000,0
252243000000,0
253242000000,0
254329000000,0
255339000000,0
256332000000,0
257360000000,0
258346000000,0
259341000000,0
260438000000,0
261350000000,0
262431000000,0
263436000000,0
264432000000,0
265445000000,0
266547000000,0
267535000000,0
268531000000,0
269544000000,0
270651000000,0
271645000000,0
272633000000,0
273751000000,0
274740000000,0
275755000000,0
276731000000,0
277739000000,0
278838000000,0
